ID;Name;Relationship;Model;IsActive;CrossFilteringBehavior;RelyOnReferentialIntegrity;FromTable;FromColumn;FromCardinality;ToTable;ToColumn;ToCardinality;State;SecurityFilteringBehavior
4755975;"107f0e1c-4b16-d1fe-41c7-e7760e39ce6c";"'CIRUGIAS_ARC'[FECHA] 1[<->]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"BothDirections";False;"CIRUGIAS_ARC";"FECHA";"One";"Calendario";"Date";"One";"Ready";"Single"
4755979;"b08cd20d-15d3-b4a3-685a-7510253381bf";"'CONSULTA_AMBULATORIAS'[FECHA] 1[<->]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"BothDirections";False;"CONSULTA_AMBULATORIAS";"FECHA";"One";"Calendario";"Date";"One";"Ready";"Single"
4755971;"d39713a2-6e53-1b23-ff09-dcd99d464666";"'EGRESOS'[FECHA] 1[<->]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"BothDirections";False;"EGRESOS";"FECHA";"One";"Calendario";"Date";"One";"Ready";"Single"
4755978;"482ec7ad-ca83-87c5-5000-bfb46d1ee37a";"'EGRESOS_GINECO'[FECHA] 1[<->]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"BothDirections";False;"EGRESOS_GINECO";"FECHA";"One";"Calendario";"Date";"One";"Ready";"Single"
4755980;"e3855cd3-f974-ed9f-9865-7df5045444d3";"'EGRESOS_NEONATOS'[FECHA] 1[<->]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"BothDirections";False;"EGRESOS_NEONATOS";"FECHA";"One";"Calendario";"Date";"One";"Ready";"Single"
4755974;"52052290-5cec-8679-41f7-5f14c69162a5";"'EGRESOS_UCI'[FECHA] 1[<->]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"BothDirections";False;"EGRESOS_UCI";"FECHA";"One";"Calendario";"Date";"One";"Ready";"Single"
4755977;"4201784e-87c6-c20d-6008-50887dde5f9a";"'EGRESOS_URGENCIAS'[FECHA] 1[<->]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"BothDirections";False;"EGRESOS_URGENCIAS";"FECHA";"One";"Calendario";"Date";"One";"Ready";"Single"
1386400;"04aee3a7-3eb0-4ff9-a965-74540349d912";"'CONSULTAS PRIORITARIAS'[FECHA_CITA] *[<-]1 'LocalDateTable_fafcc6bf-0f0a-4379-b38e-60c5de1dcc1d'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CONSULTAS PRIORITARIAS";"FECHA_CITA";"Many";"LocalDateTable_fafcc6bf-0f0a-4379-b38e-60c5de1dcc1d";"Date";"One";"Ready";"Single"
4755981;"452b620f-3ac6-cfae-5d51-60d89147e665";"'CONSULTAS PRIORITARIAS'[FECHA] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CONSULTAS PRIORITARIAS";"FECHA";"Many";"Calendario";"Date";"One";"Ready";"Single"
4755982;"aadb670c-1f48-f95c-27f5-e8e39453a072";"'CONSULTAS SIN TRIAGE'[FECHA] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CONSULTAS SIN TRIAGE";"FECHA";"Many";"Calendario";"Date";"One";"Ready";"Single"
1508538;"c505df70-72bc-45e2-a0df-ce3824e8266c";"'EGRESOS_POR_SERVICIO'[FECHA_INGRESO] *[<-]1 'LocalDateTable_86eeab46-2ead-446a-852e-cade7d0ae018'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"EGRESOS_POR_SERVICIO";"FECHA_INGRESO";"Many";"LocalDateTable_86eeab46-2ead-446a-852e-cade7d0ae018";"Date";"One";"Ready";"Single"
1514160;"1630dcc0-5200-d3bf-0ecd-32c7f9ff3b53";"'EGRESOS_POR_SERVICIO'[CAMA] *[<->]* 'CAMAS'[HCACODIGO]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"BothDirections";False;"EGRESOS_POR_SERVICIO";"CAMA";"Many";"CAMAS";"HCACODIGO";"Many";"Ready";"Single"
4755983;"3e62e06b-c3df-0cb8-2f88-db8b6833cf01";"'EGRESOS_POR_SERVICIO'[FECHA_EGRESO] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"EGRESOS_POR_SERVICIO";"FECHA_EGRESO";"Many";"Calendario";"Date";"One";"Ready";"Single"
1610517;"3dd28c0f-a509-4c65-b31c-83fd2822af25";"'TRASLADOS_POR_SERVICIO'[FECHA_INGRESO] *[<-]1 'LocalDateTable_67079da1-6a1b-4bf6-b32c-25aed1949e71'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"TRASLADOS_POR_SERVICIO";"FECHA_INGRESO";"Many";"LocalDateTable_67079da1-6a1b-4bf6-b32c-25aed1949e71";"Date";"One";"Ready";"Single"
4755984;"8a30b27c-2d82-d72b-7b95-c6a5a4b8ba94";"'TRASLADOS_POR_SERVICIO'[FECHA_EGRESO] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"TRASLADOS_POR_SERVICIO";"FECHA_EGRESO";"Many";"Calendario";"Date";"One";"Ready";"Single"
4755985;"d23bdf75-0568-3165-af21-95557c020913";"'CAMAS HABILITADAS'[fechades] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CAMAS HABILITADAS";"fechades";"Many";"Calendario";"Date";"One";"Ready";"Single"
1787568;"7eb58242-695c-49e7-a447-efcfc5f7974b";"'CONSULTAS_AMBULATORIAS'[FECHA_ASIGNA_CITA] *[<-]1 'LocalDateTable_c45a8477-a1e7-4042-b7ec-0c795e3e9a23'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CONSULTAS_AMBULATORIAS";"FECHA_ASIGNA_CITA";"Many";"LocalDateTable_c45a8477-a1e7-4042-b7ec-0c795e3e9a23";"Date";"One";"Ready";"Single"
4755993;"879565a5-0c71-5538-05d0-22d353f52860";"'CONSULTAS_AMBULATORIAS'[FECHA_CITA] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CONSULTAS_AMBULATORIAS";"FECHA_CITA";"Many";"Calendario";"Date";"One";"Ready";"Single"
2420411;"735febbf-b8c7-4361-b8a1-e1623945149b";"'OPORTUNIDAD CIRUGIA'[Planeada] *[<-]1 'LocalDateTable_1d019be7-4b1e-4447-9b57-6174731d3b68'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Planeada";"Many";"LocalDateTable_1d019be7-4b1e-4447-9b57-6174731d3b68";"Date";"One";"Ready";"Single"
2420412;"9e2ce449-29ad-4937-a58d-f1589aa416af";"'OPORTUNIDAD CIRUGIA'[Paciente en Consulta Externa] *[<-]1 'LocalDateTable_205926f5-198e-4c73-b8e7-2c36a16ec02f'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente en Consulta Externa";"Many";"LocalDateTable_205926f5-198e-4c73-b8e7-2c36a16ec02f";"Date";"One";"Ready";"Single"
2420413;"71ae020c-9d32-44dc-9e01-9dcd0eb9cc1b";"'OPORTUNIDAD CIRUGIA'[Paciente por Autorizar] *[<-]1 'LocalDateTable_500fb24f-5af0-4f68-92e1-4a09045cc415'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente por Autorizar";"Many";"LocalDateTable_500fb24f-5af0-4f68-92e1-4a09045cc415";"Date";"One";"Ready";"Single"
2420414;"ec03398c-1ae4-43f0-9205-1545bf0d979a";"'OPORTUNIDAD CIRUGIA'[Documentación Entregada por Facturación] *[<-]1 'LocalDateTable_49d8b6ca-9af5-4e00-b54d-5e4372567148'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Documentación Entregada por Facturación";"Many";"LocalDateTable_49d8b6ca-9af5-4e00-b54d-5e4372567148";"Date";"One";"Ready";"Single"
2420415;"7b70e397-cc99-43e1-8311-8f25dcc3ab43";"'OPORTUNIDAD CIRUGIA'[Paciente No Autorizado] *[<-]1 'LocalDateTable_f85df20b-e705-45df-a3d7-797164a89816'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente No Autorizado";"Many";"LocalDateTable_f85df20b-e705-45df-a3d7-797164a89816";"Date";"One";"Ready";"Single"
2420416;"3052efbc-cf40-4de5-a30d-d123133af91c";"'OPORTUNIDAD CIRUGIA'[Paciente En Espera Pre anestesico] *[<-]1 'LocalDateTable_ae12351b-eaf4-48d9-bb47-8b6fe3908119'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente En Espera Pre anestesico";"Many";"LocalDateTable_ae12351b-eaf4-48d9-bb47-8b6fe3908119";"Date";"One";"Ready";"Single"
2420417;"26530680-16f8-430a-8202-66ad45324463";"'OPORTUNIDAD CIRUGIA'[Paciente En Espera Programacion] *[<-]1 'LocalDateTable_724af57f-9d92-431d-8f8e-dc462456bfcc'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente En Espera Programacion";"Many";"LocalDateTable_724af57f-9d92-431d-8f8e-dc462456bfcc";"Date";"One";"Ready";"Single"
2420418;"26ebb125-a255-45db-9a91-2a44068c8b1e";"'OPORTUNIDAD CIRUGIA'[Paciente En Tramite Clinico/ADM] *[<-]1 'LocalDateTable_3b2ca12b-d423-4593-941b-690c8dbda4a0'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente En Tramite Clinico/ADM";"Many";"LocalDateTable_3b2ca12b-d423-4593-941b-690c8dbda4a0";"Date";"One";"Ready";"Single"
2420419;"be860893-a325-479c-9f27-2495c2d6d513";"'OPORTUNIDAD CIRUGIA'[Paciente Programado] *[<-]1 'LocalDateTable_a882a1de-79d9-420e-83ca-673ef5887871'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente Programado";"Many";"LocalDateTable_a882a1de-79d9-420e-83ca-673ef5887871";"Date";"One";"Ready";"Single"
2420420;"5f27d54c-6d4c-4bc3-9824-9d6ed9ba6968";"'OPORTUNIDAD CIRUGIA'[Paciente en Sala de Espera] *[<-]1 'LocalDateTable_b8380458-d1e2-47bd-bf85-0080e8db6f57'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente en Sala de Espera";"Many";"LocalDateTable_b8380458-d1e2-47bd-bf85-0080e8db6f57";"Date";"One";"Ready";"Single"
2420421;"a4f4a9f5-f973-405b-969d-1c5fa7886fd4";"'OPORTUNIDAD CIRUGIA'[Paciente en Quirofano] *[<-]1 'LocalDateTable_d2ae1c67-8e76-4127-89f0-ad339eb03c03'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente en Quirofano";"Many";"LocalDateTable_d2ae1c67-8e76-4127-89f0-ad339eb03c03";"Date";"One";"Ready";"Single"
2420422;"3d9b3fb6-d9af-4350-9c6c-129018aaf717";"'OPORTUNIDAD CIRUGIA'[Paciente en Recuperacion] *[<-]1 'LocalDateTable_815ca82d-535c-4f8c-bfe2-7eb4cc426ad4'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente en Recuperacion";"Many";"LocalDateTable_815ca82d-535c-4f8c-bfe2-7eb4cc426ad4";"Date";"One";"Ready";"Single"
2420423;"aedf8231-8f45-430d-a063-72cd5d7869b8";"'OPORTUNIDAD CIRUGIA'[Paciente En Salida] *[<-]1 'LocalDateTable_89c7fc6a-f48d-46c1-b2cc-5fb6940adf3d'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente En Salida";"Many";"LocalDateTable_89c7fc6a-f48d-46c1-b2cc-5fb6940adf3d";"Date";"One";"Ready";"Single"
2420424;"3ddebbee-29c1-43e0-ab3a-841283464330";"'OPORTUNIDAD CIRUGIA'[Paciente Cancelado] *[<-]1 'LocalDateTable_1bae119e-6d08-4330-a7e2-4ec09c8aabab'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"Paciente Cancelado";"Many";"LocalDateTable_1bae119e-6d08-4330-a7e2-4ec09c8aabab";"Date";"One";"Ready";"Single"
8243739;"ba77740f-9f16-29bf-971f-4eac4574ff80";"'OPORTUNIDAD CIRUGIA'[FECHA] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"FECHA";"Many";"Calendario";"Date";"One";"Ready";"Single"
8244624;"50230152-0f53-8bfc-6958-fd6a1e926dda";"'OPORTUNIDAD CIRUGIA'[TERCERO] *[<-]1 'TERCERO'[OID]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"OPORTUNIDAD CIRUGIA";"TERCERO";"Many";"TERCERO";"OID";"One";"Ready";"Single"
4755988;"e8196e47-cef7-60e4-da8f-35423aa45509";"'UNIDAD_CARDIOVASCULAR'[FECHA_SERVICIO] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"UNIDAD_CARDIOVASCULAR";"FECHA_SERVICIO";"Many";"Calendario";"Date";"One";"Ready";"Single"
3029208;"6c0d8021-573d-40cc-8599-15706ef975a5";"'CIRUGIAS_PENDIENTES'[Planeada] *[<-]1 'LocalDateTable_99d0d310-fc7f-43a1-bbea-6f656bb02599'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Planeada";"Many";"LocalDateTable_99d0d310-fc7f-43a1-bbea-6f656bb02599";"Date";"One";"Ready";"Single"
3029209;"12af3e34-41e1-4f97-8695-61093bad6076";"'CIRUGIAS_PENDIENTES'[Paciente en Consulta Externa] *[<-]1 'LocalDateTable_64c15279-e8c0-4c04-9991-9aef99c7a726'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente en Consulta Externa";"Many";"LocalDateTable_64c15279-e8c0-4c04-9991-9aef99c7a726";"Date";"One";"Ready";"Single"
3029210;"866ef683-9b28-4ace-8fb8-c630ecc866d9";"'CIRUGIAS_PENDIENTES'[Paciente por Autorizar] *[<-]1 'LocalDateTable_47b477f8-6b89-4988-96c9-2275274a8ef7'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente por Autorizar";"Many";"LocalDateTable_47b477f8-6b89-4988-96c9-2275274a8ef7";"Date";"One";"Ready";"Single"
3029211;"4303c61b-3bea-4c9f-9d09-9ac55ef07833";"'CIRUGIAS_PENDIENTES'[Documentación Entregada por Facturación] *[<-]1 'LocalDateTable_29da6148-fb4a-45ee-bf52-293b56c2217f'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Documentación Entregada por Facturación";"Many";"LocalDateTable_29da6148-fb4a-45ee-bf52-293b56c2217f";"Date";"One";"Ready";"Single"
3029212;"640c2512-0194-4d8d-8b1b-eb19ed303872";"'CIRUGIAS_PENDIENTES'[Paciente No Autorizado] *[<-]1 'LocalDateTable_38a465d0-3b00-4290-969a-ba436c07b658'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente No Autorizado";"Many";"LocalDateTable_38a465d0-3b00-4290-969a-ba436c07b658";"Date";"One";"Ready";"Single"
3029213;"45c1bda5-7bff-4517-9a55-10b0dc1c8ef7";"'CIRUGIAS_PENDIENTES'[Paciente En Espera Pre anestesico] *[<-]1 'LocalDateTable_5b6ffbbf-e8e1-4dc0-abdb-e1ccdb528fb3'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente En Espera Pre anestesico";"Many";"LocalDateTable_5b6ffbbf-e8e1-4dc0-abdb-e1ccdb528fb3";"Date";"One";"Ready";"Single"
3029214;"dca7aeb2-ef93-4c00-8e03-2a72d1304a4b";"'CIRUGIAS_PENDIENTES'[Paciente En Espera Programacion] *[<-]1 'LocalDateTable_b5637514-9587-44b1-8cff-12155eeb5ed0'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente En Espera Programacion";"Many";"LocalDateTable_b5637514-9587-44b1-8cff-12155eeb5ed0";"Date";"One";"Ready";"Single"
3029215;"d7b4cd72-ebdb-4bd8-b8e3-fc7f21955bd3";"'CIRUGIAS_PENDIENTES'[Paciente En Tramite Clinico/ADM] *[<-]1 'LocalDateTable_80b6f56c-4952-40aa-a933-981568216354'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente En Tramite Clinico/ADM";"Many";"LocalDateTable_80b6f56c-4952-40aa-a933-981568216354";"Date";"One";"Ready";"Single"
3029216;"017cb10f-83bf-454d-bdd6-b7c492d1d88d";"'CIRUGIAS_PENDIENTES'[Paciente Programado] *[<-]1 'LocalDateTable_b4e14cf6-a6e1-4b6a-9ae9-3860dcd98754'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente Programado";"Many";"LocalDateTable_b4e14cf6-a6e1-4b6a-9ae9-3860dcd98754";"Date";"One";"Ready";"Single"
3029217;"2653e0e3-e5ad-4b98-a901-1baaaec00c56";"'CIRUGIAS_PENDIENTES'[Paciente en Sala de Espera] *[<-]1 'LocalDateTable_8428e5e4-55c6-4447-aead-0d081c9bb25d'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente en Sala de Espera";"Many";"LocalDateTable_8428e5e4-55c6-4447-aead-0d081c9bb25d";"Date";"One";"Ready";"Single"
3029218;"26974f2d-019a-4193-ac7e-669dca1493d2";"'CIRUGIAS_PENDIENTES'[Paciente en Quirofano] *[<-]1 'LocalDateTable_4ea06d15-f5ce-4137-b87a-8fcb0e9f14a2'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente en Quirofano";"Many";"LocalDateTable_4ea06d15-f5ce-4137-b87a-8fcb0e9f14a2";"Date";"One";"Ready";"Single"
3029219;"ff8bb8ff-c383-45fe-805b-346bee6691ef";"'CIRUGIAS_PENDIENTES'[Paciente en Recuperacion] *[<-]1 'LocalDateTable_70b45636-4690-40d5-85e8-a82f55ee4364'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente en Recuperacion";"Many";"LocalDateTable_70b45636-4690-40d5-85e8-a82f55ee4364";"Date";"One";"Ready";"Single"
3029220;"b8ba19c3-d1e3-4597-888a-987ccafe26e8";"'CIRUGIAS_PENDIENTES'[Paciente En Salida] *[<-]1 'LocalDateTable_f426ba51-ba2b-402a-bb9e-a302366154f9'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente En Salida";"Many";"LocalDateTable_f426ba51-ba2b-402a-bb9e-a302366154f9";"Date";"One";"Ready";"Single"
3029221;"31b5eae0-5618-410a-82cb-5927321b3a4b";"'CIRUGIAS_PENDIENTES'[Paciente Cancelado] *[<-]1 'LocalDateTable_44d7158c-b006-427e-892d-d838e53e337c'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"Paciente Cancelado";"Many";"LocalDateTable_44d7158c-b006-427e-892d-d838e53e337c";"Date";"One";"Ready";"Single"
4755987;"0a19ebbc-4be6-be30-501f-8980720c0281";"'CIRUGIAS_PENDIENTES'[FECHA] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CIRUGIAS_PENDIENTES";"FECHA";"Many";"Calendario";"Date";"One";"Ready";"Single"
4755989;"66d5d9a5-3f2a-53bb-9c35-928e5dd04f19";"'CONSOLIDADO_IMAGENES_2025'[FECHA] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"CONSOLIDADO_IMAGENES_2025";"FECHA";"Many";"Calendario";"Date";"One";"Ready";"Single"
3540725;"d6ad9448-0010-44b0-9583-9f3e88c2febe";"'HOSPITALIZACION_PARCIAL'[FECHA_INGRESO_CAMA] *[<-]1 'LocalDateTable_3ccc4380-0435-474b-88c1-0ec1d0ecaf3c'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"HOSPITALIZACION_PARCIAL";"FECHA_INGRESO_CAMA";"Many";"LocalDateTable_3ccc4380-0435-474b-88c1-0ec1d0ecaf3c";"Date";"One";"Ready";"Single"
3540726;"4aecd6fa-63f0-48ae-9a05-c4cb0f1b4f5b";"'HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_CAMA] *[<-]1 'LocalDateTable_57d8d861-1e4a-4ad1-ab22-76a2aeb7f08c'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"HOSPITALIZACION_PARCIAL";"FECHA_EGRESO_CAMA";"Many";"LocalDateTable_57d8d861-1e4a-4ad1-ab22-76a2aeb7f08c";"Date";"One";"Ready";"Single"
3540728;"a4950fb8-bb51-43dd-a093-d48ea397ad98";"'HOSPITALIZACION_PARCIAL'[FECHA_INGRESO_INST] *[<-]1 'LocalDateTable_37259e27-e88c-4c36-a24d-2e8342183217'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"HOSPITALIZACION_PARCIAL";"FECHA_INGRESO_INST";"Many";"LocalDateTable_37259e27-e88c-4c36-a24d-2e8342183217";"Date";"One";"Ready";"Single"
3540729;"35aa0e1a-d2a2-4ad9-9f98-080b91192c44";"'HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_FACTURACION] *[<-]1 'LocalDateTable_03567001-b069-44a7-a247-6e46382e05c0'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"HOSPITALIZACION_PARCIAL";"FECHA_EGRESO_FACTURACION";"Many";"LocalDateTable_03567001-b069-44a7-a247-6e46382e05c0";"Date";"One";"Ready";"Single"
3612722;"c65b9e36-9a80-4cdc-be2a-ccbe11db0c7c";"'HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_FINAL] *[<-]1 'LocalDateTable_a5cc91bc-be4c-4d25-b1fc-5b3b441fbd7c'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"HOSPITALIZACION_PARCIAL";"FECHA_EGRESO_FINAL";"Many";"LocalDateTable_a5cc91bc-be4c-4d25-b1fc-5b3b441fbd7c";"Date";"One";"Ready";"Single"
4755990;"b898aa9f-902f-4b41-694c-e28365aff8c4";"'HOSPITALIZACION_PARCIAL'[FECHA] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"HOSPITALIZACION_PARCIAL";"FECHA";"Many";"Calendario";"Date";"One";"Ready";"Single"
3613831;"e4dd8215-eb11-494f-b96d-9b24c2c4bce1";"'ATENCION DOMICILIARIA'[FECHA_INGRESO_CAMA] *[<-]1 'LocalDateTable_3cd70fc0-4d84-44e6-be3b-070d7264ea59'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"ATENCION DOMICILIARIA";"FECHA_INGRESO_CAMA";"Many";"LocalDateTable_3cd70fc0-4d84-44e6-be3b-070d7264ea59";"Date";"One";"Ready";"Single"
3613832;"b849ed90-938a-4d6b-a7e0-96fa7a47dbf7";"'ATENCION DOMICILIARIA'[FECHA_EGRESO_CAMA] *[<-]1 'LocalDateTable_4fbe9367-c61c-4ef2-9607-558bf4896899'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"ATENCION DOMICILIARIA";"FECHA_EGRESO_CAMA";"Many";"LocalDateTable_4fbe9367-c61c-4ef2-9607-558bf4896899";"Date";"One";"Ready";"Single"
3613833;"8dd5cbd3-c7dd-48cd-9b94-caf318a8f0e1";"'ATENCION DOMICILIARIA'[FECHA_EGRESO_FINAL] *[<-]1 'LocalDateTable_27465467-6d81-4bfa-88f2-68edc797ed76'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"ATENCION DOMICILIARIA";"FECHA_EGRESO_FINAL";"Many";"LocalDateTable_27465467-6d81-4bfa-88f2-68edc797ed76";"Date";"One";"Ready";"Single"
3613834;"07a545da-8a9d-40c2-a40c-2caea5283e53";"'ATENCION DOMICILIARIA'[FECHA_INGRESO_INST] *[<-]1 'LocalDateTable_06dac1dc-0715-481a-9ac0-c0b0356653e0'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"ATENCION DOMICILIARIA";"FECHA_INGRESO_INST";"Many";"LocalDateTable_06dac1dc-0715-481a-9ac0-c0b0356653e0";"Date";"One";"Ready";"Single"
3613835;"977484ad-0ba6-48b4-8a1d-c38dcca3988a";"'ATENCION DOMICILIARIA'[FECHA_EGRESO_FACTURACION] *[<-]1 'LocalDateTable_afd97080-68cd-41f4-badd-f52ad2f34c0a'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"ATENCION DOMICILIARIA";"FECHA_EGRESO_FACTURACION";"Many";"LocalDateTable_afd97080-68cd-41f4-badd-f52ad2f34c0a";"Date";"One";"Ready";"Single"
4755991;"0b96aede-37d8-bb9c-a17f-1a75a86f4bc9";"'ATENCION DOMICILIARIA'[FECHA] *[<-]1 'Calendario'[Date]";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";True;"OneDirection";False;"ATENCION DOMICILIARIA";"FECHA";"Many";"Calendario";"Date";"One";"Ready";"Single"
